sold_on,price,address,bedrooms,bathrooms,parking space,land size,property type1property type2,agency,agent
13 May 2019,"$510,600","17 Arrowhead Street, Manor Lakes",4,2,2,N/A,House,hockingstuart - Werribee,N/A
12 May 2019,"$445,260","14 Yarraman Road, Manor Lakes",3,2,2,396,House,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
08 May 2019,"$465,000","22 Drover Avenue, Manor Lakes",3,2,2,512,House,hockingstuart - Werribee,N/A
06 May 2019,"$581,000","30 Edwin Close, Manor Lakes",4,2,2,N/A,House,Ray White - Tarneit,N/A
02 May 2019,"$616,500","19 Ellenborough Crescent, Manor Lakes",5,2,3,640,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
02 May 2019,"$585,500","31 Leichardt Drive, Manor Lakes",3,2,4,608,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
24 Apr 2019,"$560,000","1369 Ison Rd, Manor Lakes",4,2,2,N/A,House,Ray White - Tarneit,N/A
11 Apr 2019,"$573,000","86  Kinglake Drive, Manor Lakes",4,2,2,509,House,Barry Plant - Werribee,N/A
10 Apr 2019,"$515,000","73 Kinglake Drive, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
04 Apr 2019,"$495,000","5 Burley Court, Manor Lakes",3,2,2,546,House,YPA Wyndham City - WERRIBEE,Mitch Smi
26 Mar 2019,"$555,000","19 Springwood Terrace, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
25 Mar 2019,"$539,000","1 Manifera Close, Manor Lakes",4,2,2,535,House,Ray White - Werribee,Michelle Chick
25 Mar 2019,"$470,000","16 Firecrest Road, Manor Lakes",3,2,2,400,House,Barry Plant - Werribee,N/A
21 Mar 2019,"$596,000","5 Canons Crescent, Manor Lakes",4,2,2,595,House,YPA Wyndham City - WERRIBEE,Mitch Smi
14 Mar 2019,"$472,000","32 Pastille Road, Manor Lakes",3,2,2,N/A,House,Barry Plant - Werribee,Reece Beckley
11 Mar 2019,"$520,000","15 Weavers Street, Manor Lakes",3,2,2,778,House,Hockingstuart Williamstown - WILLIAMSTOWN,N/A
09 Mar 2019,"$550,000","16 Eucumbene Road, Manor Lakes",4,2,2,576,House,Barry Plant - Werribee,N/A
14 Feb 2019,"$470,000","37 Clematis Crescent, Manor Lakes",3,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
11 Feb 2019,"$591,027","19 Holloway Street, Manor Lakes",4,2,2,512,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
11 Feb 2019,"$531,000","10 Spearmint Boulevard, Manor Lakes",3,2,2,455,House,OBrien Real Estate - Sydenham,lex Dacakis
11 Feb 2019,"$509,000","14 Springwood Terrace, Manor Lakes",4,2,2,512,House,Barry Plant - Werribee,N/A
07 Feb 2019,"$500,000","58 Eltham Parade, Manor Lakes",3,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
05 Feb 2019,"$580,000","5 Barmah Street, Manor Lakes",4,2,2,512,House,Barry Plant - Werribee,Reece Beckley
05 Feb 2019,"$510,000","9 Clematis Cres, Manor Lakes",4,2,2,400,House,Ray White - Tarneit,N/A
04 Feb 2019,"$395,000","18 Fawkner Road, Manor Lakes",3,2,2,295,House,Raine & Horne - Caroline Springs,Kelvin Singh
30 Jan 2019,"$690,000","20 Connewarre Close, Manor Lakes",4,2,3,800,House,Barry Plant - Werribee,Rick O'Hallora
30 Jan 2019,"$480,000","4 Saris Street, Manor Lakes",3,2,2,400,House,Hockingstuart Williamstown - WILLIAMSTOWN,David Lawso
29 Jan 2019,"$570,000","22 Clematis Crescent, Manor Lakes",4,2,2,537,House,Barry Plant - Werribee,Reece Beckley
14 Jan 2019,"$520,000","26 Ellenborough Crescent, Manor Lakes",3,2,2,448,House,Barry Plant - Werribee,Reece Beckley
14 Jan 2019,"$470,000","10 Heathcote Road, Manor Lakes",3,2,2,400,House,YPA Wyndham City - WERRIBEE,N/A
28 Dec 2018,"$740,000","24 Pedder Street, Manor Lakes",4,5,4,539,House,Harcourts - Point Cook,Eyad Khudruj
21 Dec 2018,"$627,000","17 Spearmint Boulevard, Manor Lakes",4,2,2,N/A,House,Ace Real Estate - Laverton & Point Cook,Sunny Sharma
14 Dec 2018,"$650,000","3 Brumby Street, Manor Lakes",4,2,2,544,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,Sunny Kumar
14 Dec 2018,"$415,000","12B Miniata Way, Manor Lakes",3,2,2,N/A,House,Barry Plant - Werribee,N/A
08 Dec 2018,"$645,000","13 Maculata Place, Manor Lakes",4,2,2,753,House,Barry Plant - Werribee,Reece Beckley
04 Dec 2018,"$625,000","7 Scholar Drive, Manor Lakes",4,2,2,522,House,Ray White Point Cook - POINT COOK,N/A
03 Dec 2018,"$570,000","148 Eureka Drive, Manor Lakes",4,2,2,590,House,YPA Wyndham City - WERRIBEE,Mitch Smi
01 Dec 2018,"$560,000","10 Wallaman Street, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,N/A
27 Nov 2018,"$490,000","9 Fawkner Road, Manor Lakes",3,2,2,400,House,Barry Plant - Werribee,N/A
22 Nov 2018,"$500,250","27 Arrowhead Street, Manor Lakes",4,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
20 Nov 2018,"$530,000","16 Condamine Avenue, Manor Lakes",3,2,2,580,House,Barry Plant - Werribee,N/A
12 Nov 2018,"$515,000","17 Finsbury Crescent, Manor Lakes",4,2,2,400,House,YPA Wyndham City - WERRIBEE,N/A
12 Nov 2018,"$1,000","21 Fawkner Road, Manor Lakes",4,2,2,448,House,Ray White Point Cook - POINT COOK,N/A
08 Nov 2018,"$590,000","32 Maclarens Close, Manor Lakes",4,2,2,538,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
08 Nov 2018,"$562,000","37 Honeycomb Avenue, Manor Lakes",4,2,2,400,House,First National Westwood - Werribee,drew Cruickshank
08 Nov 2018,"$535,000","1218 Ison Road, Manor Lakes",3,2,2,445,House,Barry Plant - Werribee,N/A
29 Oct 2018,"$575,000","23 Kinglake Drive, Manor Lakes",4,2,2,512,House,Ray White - Werribee,Michelle Chick
24 Oct 2018,"$640,000","10 Drover Avenue, Manor Lakes",4,2,2,528,House,James Ferris Property - Werribee,James Ferris
23 Oct 2018,"$430,000","1173 Ison Road, Manor Lakes",3,2,1,N/A,House,Barry Plant - Werribee,N/A
15 Oct 2018,"$524,500","29 Condamine Avenue, Manor Lakes",3,2,2,512,House,hockingstuart - Werribee,Samantha McCarthy
11 Oct 2018,"$588,000","3 Dutch Avenue, Manor Lakes",4,2,2,448,House,Biggin & Scott - Wyndham City,Sam Arora
10 Oct 2018,"$523,000","14 Bellfield Court, Manor Lakes",4,2,2,400,House,First National Westwood - Werribee,Rob Westwood
25 Sep 2018,"$520,500","18 Holloway Street, Manor Lakes",3,2,2,448,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
17 Sep 2018,"$510,000","22 Melliodora Court, Manor Lakes",4,2,2,462,House,OBrien Real Estate - Werribee,Rohan Smith
04 Sep 2018,"$584,300","6 Broadwater Street, Manor Lakes",4,2,4,640,House,Biggin & Scott - Wyndham City,Romy Gakhar
28 Aug 2018,"$452,000","7 Merri Street, Manor Lakes",3,2,1,400,House,Sweeney Estate Agents - Tarneit,Darren Cassar
22 Aug 2018,"$508,000","5 Bindarri Road, Manor Lakes",3,2,2,400,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
21 Aug 2018,"$526,000","5 Bush Street, Manor Lakes",4,2,2,448,House,Biggin & Scott - Wyndham City,N/A
19 Aug 2018,"$520,000","32 Lancewood Road, Manor Lakes",3,2,2,400,House,YPA Wyndham City - WERRIBEE,James Antonio
17 Aug 2018,"$515,000","33 Silver Gum Street, Manor Lakes",3,2,1,426,House,YPA Wyndham City - WERRIBEE,James Antonio
16 Aug 2018,"$580,000","33 Yarraman Road, Manor Lakes",4,2,2,448,House,YPA Wyndham City - WERRIBEE,N/A
10 Aug 2018,"$510,000","9 Hazelnut Road, Manor Lakes",4,2,2,400,House,Davita Real Estate - MULGRAVE,David Su
01 Aug 2018,"$480,000","6  Orvalia Road, Manor Lakes",4,2,2,336,House,YPA Wyndham City - WERRIBEE,James Antonio
30 Jul 2018,"$735,000","17 Ellenborough Crescent, Manor Lakes",4,2,6,900,House,Stockdale & Leggo  - Laverton/Altona/Point Cook ,N/A
17 Jul 2018,"$490,000","40 Mundi Crescent, Manor Lakes",3,2,2,359,House,YPA Caroline Springs - CAROLINE SPRINGS,drew Migliorisi
09 Jul 2018,"$650,000","10 Dutch Avenue, Manor Lakes",4,2,2,512,House,First National Westwood - Werribee,N/A
06 Jul 2018,"$555,111","103 Manor Lakes Boulevard, Manor Lakes",3,2,2,448,House,First National Westwood - Werribee,Rob Westwood
19 Jun 2018,"$580,000","10 Gembrook Street, Manor Lakes",4,2,2,463,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
18 Jun 2018,"$550,000","43 Hawkstone Road, Manor Lakes",4,2,2,448,House,YPA Wyndham City - WERRIBEE,N/A
15 Jun 2018,"$490,000","36 Firecrest Road, Manor Lakes",4,2,1,N/A,House,Ray White - Werribee,Michelle Chick
02 Jun 2018,"$519,000","14 Murrumbidgee Street, Manor Lakes",3,2,2,N/A,House,Biggin & Scott - Wyndham City,Sam Arora
01 Jun 2018,"$634,000","42 Holyoake Pde, Manor Lakes",4,2,2,448,House,361 Degrees Real Estate - POINT COOK,Saurabh Gogia
31 May 2018,"$560,000","24  Hawkstone Road, Manor Lakes",3,2,2,400,House,Century 21 - POINT COOK,Henry Su
16 May 2018,"$505,000","19 Goodenia Avenue, Manor Lakes",3,2,2,400,House,hockingstuart - Werribee,Samantha McCarthy
12 May 2018,"$687,500","87 Manor Lakes Boulevard, Manor Lakes",4,2,3,640,House,hockingstuart - Werribee,Samantha McCarthy
18 Apr 2018,"$541,000","10 Condamine Avenue, Manor Lakes",3,2,2,N/A,House,Biggin & Scott - Kensington,Kylie Harriga
17 Apr 2018,"$645,000","15 Yarra Gum Road, Manor Lakes",4,2,2,594,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
24 Mar 2018,"$505,000","12 Bindarri Road, Manor Lakes",3,2,2,448,House,hockingstuart - Werribee,N/A
03 Mar 2018,"$600,000","14 Edwin Close, Manor Lakes",4,2,2,N/A,House,Reliance Werribee - WERRIBEE,Vik Monga
28 Feb 2018,"$605,000","25 Clarence Street, Manor Lakes",4,2,2,640,House,OBrien Real Estate - Werribee,Rohan Smith
22 Feb 2018,"$560,000","34 Drover Avenue, Manor Lakes",4,2,2,512,House,hockingstuart - Werribee,N/A
16 Feb 2018,"$489,000","17 Edenvale Street, Manor Lakes",3,2,2,448,House,Team One Real Estate,Rakesh Waadhwa
15 Jan 2018,"$630,000","7 Bush Street, Manor Lakes",5,2,2,N/A,House,Ace Real Estate - Laverton & Point Cook,Sunny Sharma
06 Jan 2018,"$545,000","4 Melliodora Court, Manor Lakes",4,2,2,512,House,hockingstuart - Werribee,N/A
02 Jan 2018,"$497,000","7 Meema Crescent, Manor Lakes",3,2,2,578,House,Ray White - Werribee,N/A
21 Dec 2017,"$500,000","19 Cardinia Grove, Manor Lakes",3,2,2,448,House,Wyndham Real Estate - WYNDHAM VALE,Richard Falzo
20 Dec 2017,"$610,000","19 Swiss Way, Manor Lakes",4,2,2,700,House,Ray White - Werribee,Michelle Chick
28 Nov 2017,"$670,000","41 Lancewood Road, Manor Lakes",4,2,2,576,House,Mantello Real Estate - Werribee,Jason Mantello
27 Nov 2017,"$412,000","7 Hawkstone Road, Manor Lakes",3,2,1,320,House,YPA Taylors Lakes - TAYLORS LAKES,N/A
24 Nov 2017,"$766,000","12 Pedder Street, Manor Lakes",5,3,2,612,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
17 Nov 2017,"$546,000","23 Minindee Road, Manor Lakes",3,2,2,616,House,Biggin & Scott - Kensington,Kylie Harriga
01 Nov 2017,"$599,000","7 Buloke Avenue, Manor Lakes",4,2,2,805,House,Ray White - Werribee,Michelle Chick
23 Oct 2017,"$512,000","25 Hindmarsh Drive, Manor Lakes",3,2,2,N/A,House,Ray White - Werribee,Michelle Chick
30 Sep 2017,"$435,000","25  Yellow Gum Way, Manor Lakes",3,2,2,398,House,Wyndham Real Estate - WYNDHAM VALE,Richard Falzo
28 Sep 2017,"$470,000","5 Tenax Walk, Manor Lakes",4,2,2,459,House,Richardson Property Group - Werribee,Steven Richardso
21 Aug 2017,"$440,000","62 Eltham Parade, Manor Lakes",3,2,2,400,House,Barry Plant - Werribee,N/A
28 Jun 2017,"$390,000","3 Dawson Crescent, Manor Lakes",3,2,1,330,House,Professionals Triwest Real Estate - Werribee,N/A
22 Jun 2017,"$405,000","734 Armstrong Road, Manor Lakes",3,2,2,336,House,Barry Plant - Werribee,N/A
29 Mar 2017,"$440,000","12 Hawkstone Road, Manor Lakes",4,2,2,400,House,Barry Plant - Werribee,N/A
20 Mar 2017,"$520,000","12 Stringybark Close, Manor Lakes",4,2,2,N/A,House,Mantello Real Estate - Werribee,Jason Mantello
01 Mar 2017,"$461,000","5 Fawkner Road, Manor Lakes",4,2,2,512,House,Professionals Triwest Real Estate - Werribee,Paul Nusk
13 Feb 2017,"$500,000","7 Stringybark Close, Manor Lakes",4,2,2,598,House,Mantello Real Estate - Werribee,Jason Mantello
20 Oct 2016,"$445,000","157 Eureka Drive, Manor Lakes",4,2,2,400,House,First National Westwood - Werribee,Rob Westwood
11 Dec 2023,"$660,000","17 Rosewater Street, Manor Lakes",4,2,3,400,House,Ray White - Werribee,lex Krnjeta
29 Nov 2023,"$960,000","3 Glenmaggie Place, Manor Lakes",4,2,2,"1,001",House,Eview Real Estate - SOUTH MELBOURNE,Dave Samarges
17 Nov 2023,"$440,000","Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Tandon Real Estate - WERRIBEE,Prashant Tando
18 Oct 2023,"$715,000","21 Lancewood Road, Manor Lakes",4,2,2,512,House,Ray White - Werribee,Jamie Woodi
06 Oct 2023,"$390,000","700 Maywood Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Prosell Real Estate - KEYSBOROUGH,Varun Ahuja
05 Oct 2023,"$530,000","22A Hindmarsh Drive, Manor Lakes",3,2,1,201,Townhouse,YPA Wyndham City - WERRIBEE,Kirsty Cunningham
04 Aug 2023,"$690,000","5 Cogley Street, Manor Lakes",4,2,2,512,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
15 Jun 2023,"$266,000","Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,White Lotus Property Group - TRUGANINA,Rajeev Kochhar
08 May 2023,"$700,000","12 Lindberg Street, Manor Lakes",4,2,2,N/A,House,RMB REAL ESTATE - TRUGANINA,bhishek Bhasi
06 May 2023,"$257,900","Lot 414, Mohawk Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Barry Plant - Werribee,Reece Beckley
26 Apr 2023,"$694,000","18 Rhubarb Road, Manor Lakes",4,2,2,400,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
17 Apr 2023,"$700,100","145 Holyoake Parade, Manor Lakes",4,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
15 Dec 2022,"$623,000","23 Finsbury Crescent, Manor Lakes",4,2,2,448,House,McGrath Estate Agents - WERRIBEE,Taney Jai
04 Nov 2022,"$600,000","27 Arrowhead Street, Manor Lakes",4,2,3,448,House,Barry Plant Epping,N/A
26 Aug 2022,"$630,000","60 Eltham Parade, Manor Lakes",4,2,2,400,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
10 Aug 2022,"$615,000","12 Pastille Road, Manor Lakes",4,2,2,400,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
19 Jul 2022,"$681,000","21 Ricotta Road, Manor Lakes",4,2,2,400,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
04 Jul 2022,"$745,000","3 Edwin Close, Manor Lakes",4,2,2,620,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
27 Jun 2022,"$530,000","18 Gunyong Crescent, Manor Lakes",3,2,2,319,House,Ray White - Werribee,lex Krnjeta
26 Jun 2022,"$454,950","19415 Interlaken Avenue, Manor Lakes",3,2,1,148.64,Townhouse,Soho Living - Port Melbourne,Jaime Cooper
13 Jun 2022,"$505,898","19606 Brushton Street, Manor Lakes",3,2,2,221,House,Soho Living - Port Melbourne,Jaime Cooper
13 Jun 2022,"$459,950","19416 Interlaken Avenue, Manor Lakes",3,2,2,157.94,Townhouse,Soho Living - Port Melbourne,Jaime Cooper
12 Jun 2022,"$510,000","19604 Brushton Street, Manor Lakes",3,2,2,221,House,Soho Living - Port Melbourne,Jaime Cooper
04 Jun 2022,"$770,000","25 Rosewater Street, Manor Lakes",4,2,2,571,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
22 May 2022,"$685,300","2 Swiss Way, Manor Lakes",5,2,2,566,House,Brian Mark Real Estate - Tarneit ,Steve Harris
18 May 2022,"$385,000","7 Tapioca Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,LJ Hooker Geelong,TJ Singh
16 May 2022,"$640,000","57 Kinglake Drive, Manor Lakes",4,2,2,512,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
20 Apr 2022,"$774,000","23 Rondo Drive, Manor Lakes",4,2,2,608,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
18 Apr 2022,"$630,000","44 Eltham Parade, Manor Lakes",4,2,2,448,House,Brian Mark Real Estate - Tarneit ,Steve Harris
16 Apr 2022,"$662,000","14 Murrumbidgee Street, Manor Lakes",4,2,2,483,House,Brian Mark Real Estate - Tarneit ,Steve Harris
12 Apr 2022,"$560,000","21 Cardinia Grove, Manor Lakes",3,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
06 Apr 2022,"$680,000","13 Clarence Street, Manor Lakes",4,2,2,683,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
06 Apr 2022,"$620,000","11 Orvalia Road, Manor Lakes",4,2,2,N/A,House,Brian Mark Real Estate - Tarneit ,Steve Harris
05 Apr 2022,"$805,000","1 Mulwala Court, Manor Lakes",3,2,2,872,House,Barry Plant - Werribee,Reece Beckley
05 Apr 2022,"$732,500","3 Granita Street, Manor Lakes",4,2,2,615,House,White Lotus Property Group - TRUGANINA,Mandy Hedi
05 Apr 2022,"$710,000","36 Bonhams Circuit, Manor Lakes",4,2,2,448,House,Flourish Real Estate - CARLTON NORTH,Maneet Gulati
30 Mar 2022,"$702,000","21 Peppermint Crescent, Manor Lakes",4,2,2,560,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
24 Mar 2022,"$800,000","3 Burrumbeet Court, Manor Lakes",3,2,4,900,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
12 Feb 2022,"$590,000","15 Yarraman Road, Manor Lakes",4,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
11 Feb 2022,"$683,000","12 Cranberry Crescent, Manor Lakes",4,2,2,449,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
10 Feb 2022,"$915,000","19 Peppermint Crescent, Manor Lakes",6,3,8,663,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
02 Feb 2022,"$740,000","95 Manor Lakes Boulevard, Manor Lakes",5,2,2,576,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
20 Jan 2022,"$730,000","18 Murrumbidgee Street, Manor Lakes",4,2,2,552,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
13 Jan 2022,"$732,500","5 Nichollii Court, Manor Lakes",4,2,8,771,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
24 Dec 2021,"$615,000","5 Bush Street, Manor Lakes",3,2,2,448,House,Good News Real Estate - WYNDHAM CITY,Garry Deol
03 Dec 2021,"$335,000","3 Coconut Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Hockingstuart Williamstown - WILLIAMSTOWN,David Lawso
03 Nov 2021,"$650,000","4  Lancewood Road, Manor Lakes",4,2,2,519,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
29 Oct 2021,"$560,000","23 Edenvale Street, Manor Lakes",4,2,2,400,House,Barry Plant - Werribee,Reece Beckley
14 Oct 2021,"$890,000","136 Kinglake Drive, Manor Lakes",5,5,2,498,House,Eview Real Estate - SOUTH MELBOURNE,N/A
12 Oct 2021,"$310,000","Lot 17119, 13 Quince road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,JK Estate Agents - HOPPERS CROSSING,mmar Alazawy
11 Oct 2021,"$602,000","2  Yarrambat Street, Manor Lakes",4,2,2,N/A,House,Barry Plant - Werribee,Reece Beckley
07 Oct 2021,"$740,000","14 Buloke Avenue, Manor Lakes",4,2,2,800,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
07 Oct 2021,"$652,000","11 Desert Gum Terrace, Manor Lakes",4,2,2,556,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
13 Sep 2021,"$560,000","10a Bush Street, Manor Lakes",4,2,2,448,House,hockingstuart - Werribee,George Yacoubia
28 Aug 2021,"$470,000","8 Lancewood Road, Manor Lakes",3,2,1,N/A,House,Barry Plant - Werribee,N/A
20 Aug 2021,"$596,000","7 Stringybark Close, Manor Lakes",4,2,4,587,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
08 Aug 2021,"$650,000","7 Rosewater Street, Manor Lakes",4,2,2,N/A,House,Team One Real Estate,Rakesh Waadhwa
07 Aug 2021,"$600,000","26 Loganberry Road, Manor Lakes",4,2,2,400,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
24 Jul 2021,"$612,000","17 Melliodora Court, Manor Lakes",4,2,2,495,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
23 Jul 2021,"$645,000","28 Medlar Avenue, Manor Lakes",4,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
23 Jul 2021,"$591,000","34 Weavers Street, Manor Lakes",4,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
16 Jul 2021,"$600,000","26 Miniata Way, Manor Lakes",5,2,2,445,House,McGrath Estate Agents - WERRIBEE,Taney Jai
16 Jul 2021,"$600,000","26 Miniata Way, Manor Lakes",5,2,2,445,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
09 Jul 2021,"$625,000","25 Pastille Road, Manor Lakes",4,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
06 Jul 2021,"$597,000","18 Rhubarb Road, Manor Lakes",4,2,2,400,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
28 Jun 2021,"$600,000","9 Darling Place, Manor Lakes",4,2,2,528,House,Brian Mark Real Estate - Tarneit ,Steve Harris
17 Jun 2021,"$662,500","38 Edwin Close, Manor Lakes",4,2,2,742,House,McGrath Estate Agents - WERRIBEE,Taney Jai
17 Jun 2021,"$662,500","38 Edwin Close, Manor Lakes",4,2,2,742,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
17 Jun 2021,"$605,000","4 Dewberry Street, Manor Lakes",4,2,2,448,House,McGrath Estate Agents - WERRIBEE,Taney Jai
17 Jun 2021,"$605,000","4 Dewberry Street, Manor Lakes",4,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
09 Jun 2021,"$610,000","11 Muster Street, Manor Lakes",5,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
07 Jun 2021,"$595,000","17 Coconut Road, Manor Lakes",4,2,2,400,House,McGrath Estate Agents - WERRIBEE,Taney Jai
07 Jun 2021,"$595,000","17 Coconut Road, Manor Lakes",4,2,2,400,House,Reliance Werribee - WERRIBEE,N/A
07 Jun 2021,"$295,000","20 Medlar Avenue, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,JK Estate Agents - HOPPERS CROSSING,mmar Alazawy
04 Jun 2021,"$700,000","7 Mulwala Court, Manor Lakes",4,2,2,801,House,Brian Mark Real Estate - Tarneit ,Steve Harris
20 May 2021,"$372,000","1 Loganberry Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,A One Real Estate - Melbourne,man Gupta
30 Apr 2021,"$632,500","28 Rosewater Street, Manor Lakes",4,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
08 Apr 2021,"$495,000","23 Mayesbrook Road, Manor Lakes",3,2,1,448,House,McGrath Estate Agents - WERRIBEE,Taney Jai
26 Mar 2021,"$590,000","5 Jardine Street, Manor Lakes",4,2,4,544,House,McGrath Estate Agents - WERRIBEE,Taney Jai
22 Mar 2021,"$585,000","18 Ricotta Road, Manor Lakes",5,2,2,400,House,McGrath Estate Agents - WERRIBEE,Taney Jai
17 Mar 2021,"$303,000","10 Edwin Close, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Equity Wise Real Estate - WYNDHAM VALE,Sweta Malik
03 Mar 2021,"$660,000","24 Barcoo Street, Manor Lakes",4,2,2,620,House,McGrath Estate Agents - WERRIBEE,Taney Jai
02 Mar 2021,"$780,000","18 Pedder Street, Manor Lakes",5,3,2,601,House,Eview Real Estate - SOUTH MELBOURNE,Mahesh Krishna
24 Feb 2021,"$666,000","21 Balcombe Drive, Manor Lakes",4,2,2,544,House,McGrath Estate Agents - WERRIBEE,Taney Jai
19 Feb 2021,"$606,000","31 Hawkstone Road, Manor Lakes",5,2,2,512,House,Brian Mark Real Estate - Tarneit ,Steve Harris
17 Feb 2021,"$630,000","32 Spearmint Boulevard, Manor Lakes",4,2,2,512,House,McGrath Estate Agents - WERRIBEE,Taney Jai
12 Feb 2021,"$520,000","18 Broadwater Street, Manor Lakes",4,2,2,580,House,Reliance Werribee - WERRIBEE,Vik Monga
09 Feb 2021,"$450,000","30 Mayesbrook Road, Manor Lakes",3,2,1,320,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
08 Feb 2021,"$720,000","9 Rosewater Street, Manor Lakes",5,3,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
04 Feb 2021,"$551,500","17 Amaretto Circuit, Manor Lakes",4,2,2,N/A,House,Team One Real Estate,N/A
03 Feb 2021,"$278,000","28 Loganberry Road, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Bal Real Estate - TRUGANINA,Bal Amardeep
12 Jan 2021,"$298,000","11 Limewood Street, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Bal Real Estate - TRUGANINA,Bal Amardeep
07 Jan 2021,"$310,000","Address available on request, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,Ray White - Tarneit,N/A
20 Dec 2020,"$651,000","69 Manor Lakes Boulevard, Manor Lakes",4,2,3,694,House,Brian Mark Real Estate - Tarneit ,Steve Harris
18 Dec 2020,"$460,000","14 Mondra Terrace, Manor Lakes",3,2,2,N/A,House,McGrath Estate Agents - WERRIBEE,Taney Jai
10 Dec 2020,"$315,000","51 Eltham Parade, Manor Lakes",N/A,N/A,N/A,N/A,Residential Land,JK Estate Agents - HOPPERS CROSSING,mmar Alazawy
09 Nov 2020,"$555,000","33 Holyoake Parade, Manor Lakes",3,2,2,448,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
02 Nov 2020,"$710,000","42 Holyoake Parade, Manor Lakes",5,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,N/A
26 Oct 2020,"$565,000","55 Hawkstone Road, Manor Lakes",4,2,2,470,House,McGrath Estate Agents - WERRIBEE,Taney Jai
15 Oct 2020,"$745,000","12 Buloke Avenue, Manor Lakes",4,2,2,800,House,McGrath Estate Agents - WERRIBEE,Taney Jai
